station,fraction,species,raw_density,density_50cm3
st8,63-100,Miliolinella circularis,0,0
st8,63-100,Miliolinella sp.,0,0
st8,63-100,Miliolinella sp. (juvenile),0,0
st8,63-100,Nonion commune,0,0
st8,63-100,Nonion sp.,0,0
st8,63-100,Nonionella digitata,0,0
st8,63-100,Nonionella turgida,0,0
st8,63-100,Nonionellina labradorica,229,179.9826270026866
st8,63-100,Paratrochammina sp.,0,0
st8,63-100,Procerolagena gracilis,3,2.35785100876882
st8,63-100,Psammosphaera fusca,0,0
st8,63-100,Pullenia cf. osloensis,240,188.6280807015056
st8,63-100,Pyrgo williamsoni,3,2.35785100876882
st8,63-100,Pyrulina cylindroides,8,6.287602690050187
st8,63-100,Pyrulina sp.,0,0
st8,63-100,Quinqueloculina arctica,0,0
st8,63-100,Quinqueloculina seminula,0,0
st8,63-100,Quinqueloculina stalkeri,3,2.35785100876882
st8,63-100,Recurvoides turbinatus,8,6.287602690050187
st8,63-100,Reophax catella,45,35.367765131532295
st8,63-100,Reophax fusiformis,3,2.35785100876882
st8,63-100,Reophax scorpiurus,0,0
st8,63-100,Reophax sp. ,3,2.35785100876882
st8,63-100,Robertina arctica,0,0
st8,63-100,Saccammina cf. sphaerica,0,0
st8,63-100,Silicosigmoilina groenlandica,0,0
st8,63-100,Siphonaperta agglutinata,0,0
st8,63-100,Spiroplectammina biformis,379,297.8751774411276
st8,63-100,Stainforthia feylingi,397,312.02228349374053
st8,63-100,Stainforthia loeblichi,29,22.792559751431927
st8,63-100,Textularia earlandi,293,230.28344852308805
st8,63-100,Textularia torquata,13,10.217354371331554
st8,63-100,Trifarina fluens,0,0
st8,63-100,Triloculina oblonga,0,0
st8,63-100,Triloculina trihedra,0,0
st8,63-100,Trochammina inflata,0,0
st8,63-100,Trochammina sp.,0,0
st8,100-125,Adercotryma glomeratum,94,73.8793316080897
st8,100-125,Ammodiscus sp.,9,7.0735530263064605
st8,100-125,Ammonia sp.,0,0
st8,100-125,Ammotium cassis,0,0
st8,100-125,Astrononion gallowayi,8,6.287602690050187
st8,100-125,Astrononion sp.,80,62.87602690050187
st8,100-125,Baculogypsinoides sp.,0,0
st8,100-125,Bolivina pseudopunctata,8,6.287602690050187
st8,100-125,Buccella frigida,4,3.1438013450250937
st8,100-125,Buccella sp.,0,0
st8,100-125,Capsammina bowmanni,0,0
st8,100-125,Cassidulina neoteretis,0,0
st8,100-125,Cassidulina reniforme,34,26.72231143271329
st8,100-125,Cassidulina sp.,0,0
st8,100-125,Cassidulina sp. morphotype 1,0,0
st8,100-125,Cassidulina sp. morphotype 2,7,5.501652353793913
st8,100-125,Cibicidoides lobatulus,4,3.1438013450250937
st8,100-125,Cornuspira foliacea,0,0
st8,100-125,Cornuspira involvens,8,6.287602690050187
st8,100-125,Cornuspira sp.,1,0.7859503362562734
st8,100-125,Cuneata arctica,12,9.43140403507528
st8,100-125,Dentalina ittai,0,0
st8,100-125,Discorbina sp.,0,0
st8,100-125,Discorbinella bertheloti,0,0
st8,100-125,Eggerella advena,15,11.7892550438441
st8,100-125,Elphidium bartletti,0,0
st8,100-125,Elphidium clavatum,0,0
st8,100-125,Elphidium sp.,0,0
st8,100-125,Epistominella exigua,35,27.508261768969568
st8,100-125,Eponides sp.,0,0
st8,100-125,Fissurina sp.,0,0
st8,100-125,Globobulimina auriculata,0,0
st8,100-125,Globobulimina sp.,0,0
st8,100-125,Globocassidulina sp.,0,0
st8,100-125,Glomospira sp.,5,3.929751681281367
st8,100-125,Haplophragmoides sp.,0,0
st8,100-125,Hippocrepina sp. ,0,0
st8,100-125,Hormosina globulifera,0,0
st8,100-125,Hyalinonetrion sp.,0,0
st8,100-125,Islandiella helenae,18,14.147106052612921
st8,100-125,Islandiella norcrossi,12,9.43140403507528
st8,100-125,Islandiella sp.,1,0.7859503362562734
st8,100-125,Labrospira crassimargo,1,0.7859503362562734
st8,100-125,Lagena striata,0,0
st8,100-125,Lagenammina atlantica,7,5.501652353793913
st8,100-125,Leptohalysis scottii ,0,0
st8,100-125,Lotostomoides calomorpha,0,0
st8,100-125,Melonis cf. barleeanus,275,216.13634247047514
st8,100-125,Miliolinella circularis,0,0
st8,100-125,Miliolinella sp.,0,0
st8,100-125,Miliolinella sp. (juvenile),0,0
st8,100-125,Nonion commune,0,0
st8,100-125,Nonion sp.,0,0
st8,100-125,Nonionella digitata,0,0
st8,100-125,Nonionella turgida,5,3.929751681281367
st8,100-125,Nonionellina labradorica,261,205.13303776288737
st8,100-125,Paratrochammina sp.,0,0
st8,100-125,Procerolagena gracilis,12,9.43140403507528
st8,100-125,Psammosphaera fusca,0,0
st8,100-125,Pullenia cf. osloensis,306,240.50080289441965
st8,100-125,Pyrgo williamsoni,23,18.076857733894286
st8,100-125,Pyrulina cylindroides,0,0
st8,100-125,Pyrulina sp.,4,3.1438013450250937
st8,100-125,Quinqueloculina arctica,0,0
st8,100-125,Quinqueloculina seminula,0,0
st8,100-125,Quinqueloculina stalkeri,25,19.648758406406834
st8,100-125,Recurvoides turbinatus,0,0
st8,100-125,Reophax catella,0,0
st8,100-125,Reophax fusiformis,34,26.72231143271329
st8,100-125,Reophax scorpiurus,0,0
st8,100-125,Reophax sp. ,0,0
st8,100-125,Robertina arctica,0,0
st8,100-125,Saccammina cf. sphaerica,0,0
st8,100-125,Silicosigmoilina groenlandica,0,0
st8,100-125,Siphonaperta agglutinata,0,0
st8,100-125,Spiroplectammina biformis,77,60.51817589173305
st8,100-125,Stainforthia feylingi,0,0
st8,100-125,Stainforthia loeblichi,80,62.87602690050187
st8,100-125,Textularia earlandi,52,40.86941748532622
st8,100-125,Textularia torquata,0,0
st8,100-125,Trifarina fluens,0,0
st8,100-125,Triloculina oblonga,0,0
st8,100-125,Triloculina trihedra,0,0
st8,100-125,Trochammina inflata,0,0
st8,100-125,Trochammina sp.,0,0
st8,125-150,Adercotryma glomeratum,155,121.82230211972237
st8,125-150,Ammodiscus sp.,0,0
st8,125-150,Ammonia sp.,0,0
st8,125-150,Ammotium cassis,0,0
st8,125-150,Astrononion gallowayi,74,58.16032488296423
st8,125-150,Astrononion sp.,1,0.7859503362562734
st8,125-150,Baculogypsinoides sp.,0,0
st8,125-150,Bolivina pseudopunctata,0,0
st8,125-150,Buccella frigida,0,0
st8,125-150,Buccella sp.,2,1.5719006725125468
st8,125-150,Capsammina bowmanni,0,0
st8,125-150,Cassidulina neoteretis,0,0
st8,125-150,Cassidulina reniforme,57,44.79916916660758
st8,125-150,Cassidulina sp.,0,0
st8,125-150,Cassidulina sp. morphotype 1,0,0
st8,125-150,Cassidulina sp. morphotype 2,6,4.71570201753764
st8,125-150,Cibicidoides lobatulus,6,4.71570201753764
st8,125-150,Cornuspira foliacea,0,0
st8,125-150,Cornuspira involvens,3,2.35785100876882
st8,125-150,Cornuspira sp.,2,1.5719006725125468
st8,125-150,Cuneata arctica,0,0
st8,125-150,Dentalina ittai,0,0
st8,125-150,Discorbina sp.,0,0
st8,125-150,Discorbinella bertheloti,2,1.5719006725125468
st8,125-150,Eggerella advena,0,0
st8,125-150,Elphidium bartletti,0,0
st8,125-150,Elphidium clavatum,0,0
st8,125-150,Elphidium sp.,0,0
st8,125-150,Epistominella exigua,8,6.287602690050187
st8,125-150,Eponides sp.,0,0
st8,125-150,Fissurina sp.,0,0
st8,125-150,Globobulimina auriculata,0,0
st8,125-150,Globobulimina sp.,12,9.43140403507528
st8,125-150,Globocassidulina sp.,1,0.7859503362562734
st8,125-150,Glomospira sp.,3,2.35785100876882
st8,125-150,Haplophragmoides sp.,0,0
st8,125-150,Hippocrepina sp. ,2,1.5719006725125468
st8,125-150,Hormosina globulifera,0,0
st8,125-150,Hyalinonetrion sp.,0,0
st8,125-150,Islandiella helenae,9,7.0735530263064605
st8,125-150,Islandiella norcrossi,1,0.7859503362562734
st8,125-150,Islandiella sp.,20,15.719006725125467
st8,125-150,Labrospira crassimargo,0,0
st8,125-150,Lagena striata,4,3.1438013450250937
st8,125-150,Lagenammina atlantica,16,12.575205380100375
st8,125-150,Leptohalysis scottii ,0,0
st8,125-150,Lotostomoides calomorpha,0,0
st8,125-150,Melonis cf. barleeanus,65,51.08677185665776
st8,125-150,Miliolinella circularis,2,1.5719006725125468
st8,125-150,Miliolinella sp.,2,1.5719006725125468
st8,125-150,Miliolinella sp. (juvenile),0,0
st8,125-150,Nonion commune,0,0
st8,125-150,Nonion sp.,0,0
st8,125-150,Nonionella digitata,2,1.5719006725125468
st8,125-150,Nonionella turgida,0,0
st8,125-150,Nonionellina labradorica,245,192.55783238278696
st8,125-150,Paratrochammina sp.,0,0
st8,125-150,Procerolagena gracilis,2,1.5719006725125468
st8,125-150,Psammosphaera fusca,4,3.1438013450250937
st8,125-150,Pullenia cf. osloensis,53,41.65536782158249
st8,125-150,Pyrgo williamsoni,34,26.72231143271329
st8,125-150,Pyrulina cylindroides,0,0
st8,125-150,Pyrulina sp.,2,1.5719006725125468
st8,125-150,Quinqueloculina arctica,0,0
st8,125-150,Quinqueloculina seminula,8,6.287602690050187
st8,125-150,Quinqueloculina stalkeri,25,19.648758406406834
st8,125-150,Recurvoides turbinatus,7,5.501652353793913
st8,125-150,Reophax catella,0,0
st8,125-150,Reophax fusiformis,17,13.361155716356645
st8,125-150,Reophax scorpiurus,0,0
st8,125-150,Reophax sp. ,0,0
st8,125-150,Robertina arctica,2,1.5719006725125468
st8,125-150,Saccammina cf. sphaerica,0,0
st8,125-150,Silicosigmoilina groenlandica,0,0
st8,125-150,Siphonaperta agglutinata,5,3.929751681281367
st8,125-150,Spiroplectammina biformis,0,0
st8,125-150,Stainforthia feylingi,0,0
st8,125-150,Stainforthia loeblichi,33,25.936361096457023
st8,125-150,Textularia earlandi,0,0
st8,125-150,Textularia torquata,0,0
st8,125-150,Trifarina fluens,3,2.35785100876882
st8,125-150,Triloculina oblonga,0,0
st8,125-150,Triloculina trihedra,0,0
st8,125-150,Trochammina inflata,4,3.1438013450250937
st8,125-150,Trochammina sp.,0,0
st8,>150,Adercotryma glomeratum,1069,840.1809094579562
st8,>150,Ammodiscus sp.,1,0.7859503362562734
st8,>150,Ammonia sp.,1,0.7859503362562734
st8,>150,Ammotium cassis,10,7.859503362562734
st8,>150,Astrononion gallowayi,53,41.65536782158249
st8,>150,Astrononion sp.,0,0
st8,>150,Baculogypsinoides sp.,0,0
st8,>150,Bolivina pseudopunctata,1,0.7859503362562734
st8,>150,Buccella frigida,0,0
st8,>150,Buccella sp.,3,2.35785100876882
st8,>150,Capsammina bowmanni,0,0
st8,>150,Cassidulina neoteretis,1,0.7859503362562734
st8,>150,Cassidulina reniforme,45,35.367765131532295
st8,>150,Cassidulina sp.,0,0
st8,>150,Cassidulina sp. morphotype 1,8,6.287602690050187
st8,>150,Cassidulina sp. morphotype 2,50,39.29751681281367
st8,>150,Cibicidoides lobatulus,5,3.929751681281367
st8,>150,Cornuspira foliacea,0,0
st8,>150,Cornuspira involvens,0,0
st8,>150,Cornuspira sp.,0,0
st8,>150,Cuneata arctica,0,0
st8,>150,Dentalina ittai,0,0
st8,>150,Discorbina sp.,0,0
st8,>150,Discorbinella bertheloti,6,4.71570201753764
st8,>150,Eggerella advena,0,0
st8,>150,Elphidium bartletti,3,2.35785100876882
st8,>150,Elphidium clavatum,2,1.5719006725125468
st8,>150,Elphidium sp.,0,0
st8,>150,Epistominella exigua,3,2.35785100876882
st8,>150,Eponides sp.,0,0
st8,>150,Fissurina sp.,5,3.929751681281367
st8,>150,Globobulimina auriculata,14,11.003304707587827
st8,>150,Globobulimina sp.,0,0
st8,>150,Globocassidulina sp.,0,0
st8,>150,Glomospira sp.,0,0
st8,>150,Haplophragmoides sp.,3,2.35785100876882
st8,>150,Hippocrepina sp. ,1,0.7859503362562734
st8,>150,Hormosina globulifera,0,0
st8,>150,Hyalinonetrion sp.,0,0
st8,>150,Islandiella helenae,23,18.076857733894286
st8,>150,Islandiella norcrossi,8,6.287602690050187
st8,>150,Islandiella sp.,28,22.006609415175653
st8,>150,Labrospira crassimargo,112,88.02643766070261
st8,>150,Lagena striata,0,0
st8,>150,Lagenammina atlantica,6,4.71570201753764
st8,>150,Leptohalysis scottii ,0,0
st8,>150,Lotostomoides calomorpha,0,0
st8,>150,Melonis cf. barleeanus,0,0
st8,>150,Miliolinella circularis,0,0
st8,>150,Miliolinella sp.,2,1.5719006725125468
st8,>150,Miliolinella sp. (juvenile),0,0
st8,>150,Nonion commune,0,0
st8,>150,Nonion sp.,0,0
st8,>150,Nonionella digitata,1,0.7859503362562734
st8,>150,Nonionella turgida,1,0.7859503362562734
st8,>150,Nonionellina labradorica,433,340.31649559896636
st8,>150,Paratrochammina sp.,0,0
st8,>150,Procerolagena gracilis,0,0
st8,>150,Psammosphaera fusca,2,1.5719006725125468
st8,>150,Pullenia cf. osloensis,1,0.7859503362562734
st8,>150,Pyrgo williamsoni,21,16.504957061381738
st8,>150,Pyrulina cylindroides,0,0
st8,>150,Pyrulina sp.,0,0
st8,>150,Quinqueloculina arctica,8,6.287602690050187
st8,>150,Quinqueloculina seminula,37,29.080162441482116
st8,>150,Quinqueloculina stalkeri,14,11.003304707587827
st8,>150,Recurvoides turbinatus,16,12.575205380100375
st8,>150,Reophax catella,0,0
st8,>150,Reophax fusiformis,129,101.38759337705925
st8,>150,Reophax scorpiurus,45,35.367765131532295
st8,>150,Reophax sp. ,0,0
st8,>150,Robertina arctica,8,6.287602690050187
st8,>150,Saccammina cf. sphaerica,0,0
st8,>150,Silicosigmoilina groenlandica,0,0
st8,>150,Siphonaperta agglutinata,44,34.58181479527603
st8,>150,Spiroplectammina biformis,0,0
st8,>150,Stainforthia feylingi,0,0
st8,>150,Stainforthia loeblichi,0,0
st8,>150,Textularia earlandi,0,0
st8,>150,Textularia torquata,0,0
st8,>150,Trifarina fluens,1,0.7859503362562734
st8,>150,Triloculina oblonga,0,0
st8,>150,Triloculina trihedra,0,0
st8,>150,Trochammina inflata,1,0.7859503362562734
st8,>150,Trochammina sp.,0,0
st9,63-100,Adercotryma glomeratum,109,85.6685866519338
st9,63-100,Ammodiscus sp.,0,0
st9,63-100,Ammonia sp.,0,0
st9,63-100,Ammotium cassis,0,0
st9,63-100,Astrononion gallowayi,0,0
st9,63-100,Astrononion sp.,97,76.23718261685852
st9,63-100,Baculogypsinoides sp.,0,0
st9,63-100,Bolivina pseudopunctata,441,346.6040982890165
st9,63-100,Buccella frigida,0,0
st9,63-100,Buccella sp.,0,0
st9,63-100,Capsammina bowmanni,0,0
st9,63-100,Cassidulina neoteretis,0,0
st9,63-100,Cassidulina reniforme,271,212.9925411254501
st9,63-100,Cassidulina sp.,0,0
st9,63-100,Cassidulina sp. morphotype 1,0,0
st9,63-100,Cassidulina sp. morphotype 2,0,0
st9,63-100,Cibicidoides lobatulus,7,5.501652353793913
st9,63-100,Cornuspira foliacea,0,0
st9,63-100,Cornuspira involvens,4,3.1438013450250937
st9,63-100,Cornuspira sp.,4,3.1438013450250937
st9,63-100,Cuneata arctica,109,85.6685866519338
st9,63-100,Dentalina ittai,0,0
st9,63-100,Discorbina sp.,3,2.35785100876882
st9,63-100,Discorbinella bertheloti,4,3.1438013450250937
st9,63-100,Eggerella advena,11,8.645453698819008
st9,63-100,Elphidium bartletti,0,0
st9,63-100,Elphidium clavatum,0,0
st9,63-100,Elphidium sp.,0,0
st9,63-100,Epistominella exigua,109,85.6685866519338
st9,63-100,Eponides sp.,0,0
st9,63-100,Fissurina sp.,0,0
st9,63-100,Globobulimina auriculata,0,0
st9,63-100,Globobulimina sp.,0,0
st9,63-100,Globocassidulina sp.,4,3.1438013450250937
st9,63-100,Glomospira sp.,9,7.0735530263064605
st9,63-100,Haplophragmoides sp.,0,0
st9,63-100,Hippocrepina sp. ,0,0
st9,63-100,Hormosina globulifera,0,0
st9,63-100,Hyalinonetrion sp.,0,0
st9,63-100,Islandiella helenae,16,12.575205380100375
st9,63-100,Islandiella norcrossi,0,0
st9,63-100,Islandiella sp.,23,18.076857733894286
st9,63-100,Labrospira crassimargo,0,0
st9,63-100,Lagena striata,0,0
st9,63-100,Lagenammina atlantica,45,35.367765131532295
st9,63-100,Leptohalysis scottii ,4,3.1438013450250937
st9,63-100,Lotostomoides calomorpha,0,0
st9,63-100,Melonis cf. barleeanus,195,153.2603155699733
st9,63-100,Miliolinella circularis,0,0
st9,63-100,Miliolinella sp.,0,0
st9,63-100,Miliolinella sp. (juvenile),24,18.86280807015056
st9,63-100,Nonion commune,0,0
st9,63-100,Nonion sp.,0,0
st9,63-100,Nonionella digitata,0,0
st9,63-100,Nonionella turgida,0,0
st9,63-100,Nonionellina labradorica,57,44.79916916660758
st9,63-100,Paratrochammina sp.,3,2.35785100876882
st9,63-100,Procerolagena gracilis,0,0
st9,63-100,Psammosphaera fusca,0,0
st9,63-100,Pullenia cf. osloensis,205,161.11981893253605
st9,63-100,Pyrgo williamsoni,0,0
st9,63-100,Pyrulina cylindroides,3,2.35785100876882
st9,63-100,Pyrulina sp.,0,0
st9,63-100,Quinqueloculina arctica,0,0
st9,63-100,Quinqueloculina seminula,0,0
st9,63-100,Quinqueloculina stalkeri,7,5.501652353793913
st9,63-100,Recurvoides turbinatus,0,0
st9,63-100,Reophax catella,139,109.24709673962198
st9,63-100,Reophax fusiformis,73,57.374374546707955
st9,63-100,Reophax scorpiurus,0,0
st9,63-100,Reophax sp. ,0,0
st9,63-100,Robertina arctica,0,0
st9,63-100,Saccammina cf. sphaerica,0,0
st9,63-100,Silicosigmoilina groenlandica,0,0
st9,63-100,Siphonaperta agglutinata,0,0
st9,63-100,Spiroplectammina biformis,57,44.79916916660758
st9,63-100,Stainforthia feylingi,425,334.0288929089162
st9,63-100,Stainforthia loeblichi,5,3.929751681281367
st9,63-100,Textularia earlandi,57,44.79916916660758
st9,63-100,Textularia torquata,45,35.367765131532295
st9,63-100,Trifarina fluens,0,0
st9,63-100,Triloculina oblonga,0,0
st9,63-100,Triloculina trihedra,0,0
st9,63-100,Trochammina inflata,20,15.719006725125467
st9,63-100,Trochammina sp.,0,0
st9,100-125,Adercotryma glomeratum,54,42.44131815783876
st9,100-125,Ammodiscus sp.,5,3.929751681281367
st9,100-125,Ammonia sp.,0,0
st9,100-125,Ammotium cassis,0,0
st9,100-125,Astrononion gallowayi,0,0
st9,100-125,Astrononion sp.,14,11.003304707587827
st9,100-125,Baculogypsinoides sp.,0,0
st9,100-125,Bolivina pseudopunctata,6,4.71570201753764
st9,100-125,Buccella frigida,1,0.7859503362562734
st9,100-125,Buccella sp.,0,0
st9,100-125,Capsammina bowmanni,0,0
st9,100-125,Cassidulina neoteretis,0,0
st9,100-125,Cassidulina reniforme,58,45.585119502863854
st9,100-125,Cassidulina sp.,0,0
st9,100-125,Cassidulina sp. morphotype 1,0,0
st9,100-125,Cassidulina sp. morphotype 2,2,1.5719006725125468
st9,100-125,Cibicidoides lobatulus,14,11.003304707587827
st9,100-125,Cornuspira foliacea,0,0
st9,100-125,Cornuspira involvens,0,0
st9,100-125,Cornuspira sp.,0,0
st9,100-125,Cuneata arctica,10,7.859503362562734
st9,100-125,Dentalina ittai,0,0
st9,100-125,Discorbina sp.,0,0
st9,100-125,Discorbinella bertheloti,1,0.7859503362562734
st9,100-125,Eggerella advena,3,2.35785100876882
st9,100-125,Elphidium bartletti,0,0
st9,100-125,Elphidium clavatum,0,0
st9,100-125,Elphidium sp.,0,0
st9,100-125,Epistominella exigua,16,12.575205380100375
st9,100-125,Eponides sp.,0,0
st9,100-125,Fissurina sp.,0,0
st9,100-125,Globobulimina auriculata,0,0
st9,100-125,Globobulimina sp.,0,0
st9,100-125,Globocassidulina sp.,0,0
st9,100-125,Glomospira sp.,2,1.5719006725125468
st9,100-125,Haplophragmoides sp.,2,1.5719006725125468
st9,100-125,Hippocrepina sp. ,1,0.7859503362562734
st9,100-125,Hormosina globulifera,0,0
st9,100-125,Hyalinonetrion sp.,0,0
st9,100-125,Islandiella helenae,3,2.35785100876882
st9,100-125,Islandiella norcrossi,0,0
st9,100-125,Islandiella sp.,10,7.859503362562734
st9,100-125,Labrospira crassimargo,0,0
st9,100-125,Lagena striata,0,0
st9,100-125,Lagenammina atlantica,26,20.43470874266311
st9,100-125,Leptohalysis scottii ,0,0
st9,100-125,Lotostomoides calomorpha,0,0
st9,100-125,Melonis cf. barleeanus,61,47.94297051163267
st9,100-125,Miliolinella circularis,0,0
st9,100-125,Miliolinella sp.,0,0
st9,100-125,Miliolinella sp. (juvenile),0,0
st9,100-125,Nonion commune,1,0.7859503362562734
st9,100-125,Nonion sp.,0,0
st9,100-125,Nonionella digitata,0,0
st9,100-125,Nonionella turgida,0,0
st9,100-125,Nonionellina labradorica,67,52.65867252917032
st9,100-125,Paratrochammina sp.,2,1.5719006725125468
st9,100-125,Procerolagena gracilis,0,0
st9,100-125,Psammosphaera fusca,1,0.7859503362562734
st9,100-125,Pullenia cf. osloensis,31,24.36446042394447
st9,100-125,Pyrgo williamsoni,0,0
st9,100-125,Pyrulina cylindroides,0,0
st9,100-125,Pyrulina sp.,0,0
st9,100-125,Quinqueloculina arctica,0,0
st9,100-125,Quinqueloculina seminula,2,1.5719006725125468
st9,100-125,Quinqueloculina stalkeri,3,2.35785100876882
st9,100-125,Recurvoides turbinatus,3,2.35785100876882
st9,100-125,Reophax catella,5,3.929751681281367
st9,100-125,Reophax fusiformis,30,23.5785100876882
st9,100-125,Reophax scorpiurus,0,0
st9,100-125,Reophax sp. ,0,0
st9,100-125,Robertina arctica,0,0
st9,100-125,Saccammina cf. sphaerica,0,0
st9,100-125,Silicosigmoilina groenlandica,1,0.7859503362562734
st9,100-125,Siphonaperta agglutinata,0,0
st9,100-125,Spiroplectammina biformis,11,8.645453698819008
st9,100-125,Stainforthia feylingi,2,1.5719006725125468
st9,100-125,Stainforthia loeblichi,17,13.361155716356645
st9,100-125,Textularia earlandi,10,7.859503362562734
st9,100-125,Textularia torquata,0,0
st9,100-125,Trifarina fluens,1,0.7859503362562734
st9,100-125,Triloculina oblonga,0,0
st9,100-125,Triloculina trihedra,0,0
st9,100-125,Trochammina inflata,0,0
st9,100-125,Trochammina sp.,0,0
st9,125-150,Adercotryma glomeratum,85,66.80577858178324
st9,125-150,Ammodiscus sp.,2,1.5719006725125468
st9,125-150,Ammonia sp.,0,0
st9,125-150,Ammotium cassis,0,0
st9,125-150,Astrononion gallowayi,9,7.0735530263064605
st9,125-150,Astrononion sp.,0,0
st9,125-150,Baculogypsinoides sp.,0,0
st9,125-150,Bolivina pseudopunctata,0,0
st9,125-150,Buccella frigida,0,0
st9,125-150,Buccella sp.,0,0
st9,125-150,Capsammina bowmanni,0,0
st9,125-150,Cassidulina neoteretis,0,0
st9,125-150,Cassidulina reniforme,76,59.732225555476774
st9,125-150,Cassidulina sp.,0,0
st9,125-150,Cassidulina sp. morphotype 1,0,0
st9,125-150,Cassidulina sp. morphotype 2,0,0
st9,125-150,Cibicidoides lobatulus,5,3.929751681281367
st9,125-150,Cornuspira foliacea,0,0
st9,125-150,Cornuspira involvens,0,0
st9,125-150,Cornuspira sp.,0,0
st9,125-150,Cuneata arctica,1,0.7859503362562734
st9,125-150,Dentalina ittai,0,0
st9,125-150,Discorbina sp.,0,0
st9,125-150,Discorbinella bertheloti,1,0.7859503362562734
st9,125-150,Eggerella advena,0,0
st9,125-150,Elphidium bartletti,0,0
st9,125-150,Elphidium clavatum,0,0
st9,125-150,Elphidium sp.,0,0
st9,125-150,Epistominella exigua,5,3.929751681281367
st9,125-150,Eponides sp.,0,0
st9,125-150,Fissurina sp.,0,0
st9,125-150,Globobulimina auriculata,0,0
st9,125-150,Globobulimina sp.,6,4.71570201753764
st9,125-150,Globocassidulina sp.,1,0.7859503362562734
st9,125-150,Glomospira sp.,3,2.35785100876882
st9,125-150,Haplophragmoides sp.,2,1.5719006725125468
st9,125-150,Hippocrepina sp. ,0,0
st9,125-150,Hormosina globulifera,0,0
st9,125-150,Hyalinonetrion sp.,0,0
st9,125-150,Islandiella helenae,8,6.287602690050187
st9,125-150,Islandiella norcrossi,5,3.929751681281367
st9,125-150,Islandiella sp.,17,13.361155716356645
st9,125-150,Labrospira crassimargo,1,0.7859503362562734
st9,125-150,Lagena striata,0,0
st9,125-150,Lagenammina atlantica,20,15.719006725125467
st9,125-150,Leptohalysis scottii ,0,0
st9,125-150,Lotostomoides calomorpha,0,0
st9,125-150,Melonis cf. barleeanus,4,3.1438013450250937
st9,125-150,Miliolinella circularis,0,0
st9,125-150,Miliolinella sp.,0,0
st9,125-150,Miliolinella sp. (juvenile),0,0
st9,125-150,Nonion commune,0,0
st9,125-150,Nonion sp.,1,0.7859503362562734
st9,125-150,Nonionella digitata,0,0
st9,125-150,Nonionella turgida,0,0
st9,125-150,Nonionellina labradorica,51,40.08346714906994
st9,125-150,Paratrochammina sp.,0,0
st9,125-150,Procerolagena gracilis,0,0
st9,125-150,Psammosphaera fusca,8,6.287602690050187
st9,125-150,Pullenia cf. osloensis,3,2.35785100876882
st9,125-150,Pyrgo williamsoni,0,0
st9,125-150,Pyrulina cylindroides,0,0
st9,125-150,Pyrulina sp.,0,0
st9,125-150,Quinqueloculina arctica,0,0
st9,125-150,Quinqueloculina seminula,6,4.71570201753764
st9,125-150,Quinqueloculina stalkeri,15,11.7892550438441
st9,125-150,Recurvoides turbinatus,2,1.5719006725125468
st9,125-150,Reophax catella,0,0
st9,125-150,Reophax fusiformis,35,27.508261768969568
st9,125-150,Reophax scorpiurus,0,0
st9,125-150,Reophax sp. ,0,0
st9,125-150,Robertina arctica,0,0
st9,125-150,Saccammina cf. sphaerica,0,0
st9,125-150,Silicosigmoilina groenlandica,0,0
st9,125-150,Siphonaperta agglutinata,1,0.7859503362562734
st9,125-150,Spiroplectammina biformis,2,1.5719006725125468
st9,125-150,Stainforthia feylingi,0,0
st9,125-150,Stainforthia loeblichi,5,3.929751681281367
st9,125-150,Textularia earlandi,0,0
st9,125-150,Textularia torquata,0,0
st9,125-150,Trifarina fluens,3,2.35785100876882
st9,125-150,Triloculina oblonga,0,0
st9,125-150,Triloculina trihedra,1,0.7859503362562734
st9,125-150,Trochammina inflata,2,1.5719006725125468
st9,125-150,Trochammina sp.,0,0
st9,>150,Adercotryma glomeratum,81,63.66197723675814
st9,>150,Ammodiscus sp.,2,1.5719006725125468
st9,>150,Ammonia sp.,0,0
st9,>150,Ammotium cassis,1,0.7859503362562734
st9,>150,Astrononion gallowayi,2,1.5719006725125468
st9,>150,Astrononion sp.,0,0
st9,>150,Baculogypsinoides sp.,0,0
st9,>150,Bolivina pseudopunctata,0,0
st9,>150,Buccella frigida,0,0
st9,>150,Buccella sp.,1,0.7859503362562734
st9,>150,Capsammina bowmanni,0,0
st9,>150,Cassidulina neoteretis,7,5.501652353793913
st9,>150,Cassidulina reniforme,54,42.44131815783876
st9,>150,Cassidulina sp.,0,0
st9,>150,Cassidulina sp. morphotype 1,3,2.35785100876882
st9,>150,Cassidulina sp. morphotype 2,11,8.645453698819008
st9,>150,Cibicidoides lobatulus,43,33.795864459019754
st9,>150,Cornuspira foliacea,0,0
st9,>150,Cornuspira involvens,0,0
st9,>150,Cornuspira sp.,0,0
st9,>150,Cuneata arctica,0,0
st9,>150,Dentalina ittai,0,0
st9,>150,Discorbina sp.,0,0
st9,>150,Discorbinella bertheloti,10,7.859503362562734
st9,>150,Eggerella advena,0,0
st9,>150,Elphidium bartletti,0,0
st9,>150,Elphidium clavatum,0,0
st9,>150,Elphidium sp.,0,0
st9,>150,Epistominella exigua,0,0
st9,>150,Eponides sp.,0,0
st9,>150,Fissurina sp.,0,0
st9,>150,Globobulimina auriculata,24,18.86280807015056
st9,>150,Globobulimina sp.,0,0
st9,>150,Globocassidulina sp.,0,0
